"property","title","description"
"dcmUPSScheduledWorkitemCode","Scheduled Workitem Code","Item of Scheduled Workitem Code Sequence (0040,4018) in created UPS इस फॉर्मेट में (CV, CSD, ""CM"")."
"dcmUPSScheduledStationNameCode","Scheduled Station Name Code","Item of Scheduled Station Name Code Sequence (0040,4025) in created UPS इस फॉर्मेट में (CV, CSD, ""CM"")."
"dcmUPSScheduledStationClassCode","Scheduled Station Class Code","Item of Scheduled Station Class Code Sequence (0040,4026) in created UPS इस फॉर्मेट में (CV, CSD, ""CM"")."
"dcmUPSScheduledStationLocationCode","Scheduled Station Gउदाहरण के तौर पेaphic Location Code","Item of Scheduled Station Gउदाहरण के तौर पेaphic Location Code Sequence (0040,4027) in created UPS इस फॉर्मेट में (CV, CSD, ""CM"")."
"dcmUPSScheduledHumanPerformerCode","Scheduled Human Performer Code","Item of Human Performer Code Sequence (0040,4009) in Item of Scheduled Human Performers Sequence (0040,4034) in created UPS इस फॉर्मेट में (CV, CSD, ""CM"")."
"dcmUPSScheduledHumanPerformerName","Scheduled Human Performer Name","Value of Human Performer's Name (0040,4037) in Item of Scheduled Human Performers Sequence (0040,4034) in created UPS. {attributeID} will be replaced by the value of that गुण in the received dataset."
"dcmUPSScheduledHumanPerformerOrganization","Scheduled Human Performer Organization","Value of Human Performer's Organization (0040,4036) in Item of Scheduled Human Performers Sequence (0040,4034) in created UPS. {attributeID} will be replaced by the value of that गुण in the received dataset."
"dcmAdmissionID","Admission Number","Value of Admission ID (0038,0010) in created UPS. {attributeID} will be replaced by the value of that गुण in the received dataset."
"dicomIssuerOfAdmissionID","Issuer of Admission ID","Value of Local Namespace Entity ID (0040,0031), Universal Entity ID (0040,0032) and Universal Entity ID Type (0040,0033) of the Item of the Issuer of Admission ID Sequence (0038,0014) in created UPS. Format: <Local Namespace Entity ID>['&'<Universal Entity ID>'&'<Universal Entity ID Type>]"
"dcmUPSIncludeStudyInstanceUID","Include स्टडी दृष्टांत यूआईडी","Indicates if स्टडी दृष्टांत यूआईडी (0020,000D) of the received object shall be included in the created UPS"
"dcmUPSIncludeReferencedRequest","Include Referenced Request","Indicates if the स्टडी दृष्टांत यूआईडी (0020,000D) of the received object and the specified Accession Number (0008,0050), Requested Procedure ID (0040,1001) and Requesting Service (0032,1033) shall be included in the item of the Referenced Request Sequence (0040,A370) in the created UPS. Otherwise an empty Referenced Request Sequence (0040,A370) is included."
"dcmAccessionNumber","Accession Number","Value of Accession Number (0008,0050) in Item of Referenced Request Sequence (0040,A370) in created UPS. {attributeID} will be replaced by the value of that गुण in the received dataset."
"dicomIssuerOfAccessionNumber","Issuer of Accession Number","Value of Local Namespace Entity ID (0040,0031), Universal Entity ID (0040,0032) and Universal Entity ID Type (0040,0033) in Item of Issuer of Accession Number Sequence (0008,0051) in Item of Referenced Request Sequence (0040,A370) in created UPS. Format: <Local Namespace Entity ID>['&'<Universal Entity ID>'&'<Universal Entity ID Type>]"
"dcmRequestedProcedureID","Requested Procedure ID","Value of Requested Procedure ID (0040,1001) in Item of Referenced Request Sequence (0040,A370) in created UPS. {attributeID} will be replaced by the value of that गुण in the received dataset."
"dcmRequestedProcedureDescription","Requested Procedure का वर्णन","Value of Requested Procedure का वर्णन (0032,1060) in Item of Referenced Request Sequence (0040,A370) in created UPS. {attributeID} will be replaced by the value of that गुण in the received dataset."
"dcmRequestingPhysician","Requesting Physician","Value of Requesting Physician (0032,1032) in Item of Referenced Request Sequence (0040,A370) in created UPS. {attributeID} will be replaced by the value of that गुण in the received dataset."
"dcmRequestingService","Requesting Service","Value of Requesting Service (0032,1033) in Item of Referenced Request Sequence (0040,A370) in created UPS. {attributeID} will be replaced by the value of that गुण in the received dataset."
"dcmURI","XSL Stylesheet URI","निर्दिष्ट करता है URI of the XSL style sheet to include additional attributes in created UPS."
"dcmNoKeywords","No गुण Keyword","Indicates if गुण keywords shall be omitted in डाइकोम XML passed to XSLT."
